ID	log2(fold change)	-log10(Pvalue)
A_23_P167509	-0.57	2.448
A_23_P167559	-1.478	5.492
A_23_P167595	-0.425	2.782
A_23_P1676	-0.62	3.6
A_23_P16762	0.328	2.602
A_23_P167692	1.108	5.78
A_23_P167789	0.457	3.5
A_23_P167812	0.913	3.532
A_23_P167818	0.74	3.131
A_23_P167828	0.262	2.182
A_23_P167856	0.4	2.348
A_23_P167872	0.785	2.539
A_23_P167882	0.987	2.423
A_23_P167920	-0.3	2.455
A_23_P167983	2.288	8.187
A_23_P168062	0.436	3.007
A_23_P168130	1.957	4.31
A_23_P168165	-0.882	2.167
A_23_P16817	0.428	1.749
A_23_P16834	-0.331	2.036
A_23_P168357	-1.446	2.502
A_23_P168368	-1.556	2.829
A_23_P168403	0.604	4.033
A_23_P168443	-0.69	3.606
A_23_P168490	0.632	4.157
A_23_P168541	0.235	1.774
A_23_P168551	-1.265	6.121
A_23_P168556	1.299	6.432
A_23_P168567	-0.718	4.737
A_23_P168576	0.512	2.801
A_23_P168610	-0.571	3.048
A_23_P168629	0.329	2.663
A_23_P168761	-0.618	2.474
A_23_P168771	0.986	4.33
A_23_P168788	0.329	2.641
A_23_P168828	1.727	7.547
A_23_P168847	0.561	3.741
A_23_P168868	-0.241	2.063
A_23_P168882	-0.581	2.496
A_23_P169039	-0.836	2.577
A_23_P169050	-0.6	3.922
A_23_P169097	-1.086	3.078
A_23_P169112	-0.685	3.777
A_23_P16915	1.051	2.045
A_23_P169278	0.338	2.698
A_23_P16944	-1.623	7.049
A_23_P169470	0.248	2.18
A_23_P169629	1.594	6.547
A_23_P16976	-0.503	2.044
A_23_P169819	-0.583	2.327
A_23_P169838	-0.281	2.136
A_23_P169887	-0.713	4.497
A_23_P169934	0.328	2.415
A_23_P169978	1.487	6.789
A_23_P170058	-0.567	3.409
A_23_P17012	-0.738	4.945
A_23_P170186	0.478	1.834
A_23_P17021	0.392	3.068
A_23_P170290	0.94	4.659
A_23_P170337	-0.281	2.279
A_23_P170352	-0.503	3.914
A_23_P170491	0.992	4.969
A_23_P170498	-0.5	2.242
A_23_P170518	0.472	3.054
A_23_P170581	0.326	2.861
A_23_P170587	-0.735	3.792
A_23_P170608	1.517	5.565
A_23_P170626	-0.249	1.933
A_23_P17065	1.314	2.221
A_23_P170733	-0.666	4.245
A_23_P170774	-0.253	1.964
A_23_P170839	-0.685	4.035
A_23_P170857	1.08	4.741
A_23_P170888	-0.861	3.737
A_23_P170978	0.46	2.572
A_23_P17103	1.472	5.752
A_23_P171095	0.481	3.085
A_23_P171107	0.833	3.58
A_23_P171117	0.222	2.011
A_23_P171143	-0.568	4.162
A_23_P171237	0.999	4.681
A_23_P171270	-0.77	4.081
A_23_P171296	-0.493	3.585
A_23_P17130	1.434	3.119
A_23_P171336	0.607	2.412
A_23_P171366	0.384	2.383
A_23_P171385	-0.627	4.171
A_23_P17275	0.762	2.783
A_23_P17307	0.385	2.648
A_23_P17316	-0.366	2.01
A_23_P17330	0.886	4.225
A_23_P17345	1.29	5.261
A_23_P17354	1.099	5.645
A_23_P17393	-0.611	3.906
A_23_P1740	0.642	2.082
A_23_P17490	-0.575	2.947
A_23_P17512	-0.333	2.835
A_23_P17593	0.247	2.25
A_23_P17663	3.35	6.837
A_23_P17695	0.602	4.037
A_23_P17706	-0.35	2.024
A_23_P17769	-0.474	2.085
A_23_P17811	0.734	2.267
A_23_P1782	-0.571	3.587
A_23_P17821	-0.467	2.126
A_23_P17844	-1.573	5.157
A_23_P17880	0.79	5.043
A_23_P17914	0.289	1.972
A_23_P18196	-0.512	3.747
A_23_P18205	0.231	1.931
A_23_P18213	1.759	4.13
A_23_P18276	0.674	4.612
A_23_P18282	-0.666	2.342
A_23_P18292	-0.535	4.151
A_23_P18317	-0.601	4.698
A_23_P18325	-0.725	3.924
A_23_P1833	-0.354	2.189
A_23_P18372	-1.284	4.999
A_23_P18384	-0.855	3.822
A_23_P18413	0.338	2.938
A_23_P18422	-0.381	2.824
A_23_P18447	2.293	6.366
A_23_P18493	0.351	2.272
A_23_P18518	-0.873	3.128
A_23_P18579	-0.555	3.449
A_23_P1863	0.525	1.765
A_23_P18692	-1.172	5.407
A_23_P18806	0.326	2.393
A_23_P18824	-0.585	2.884
A_23_P18887	1.155	5.494
A_23_P19020	-0.745	3.37
A_23_P19084	-0.419	3.244
A_23_P19134	0.358	2.649
A_23_P19164	0.459	3.165
A_23_P19210	0.395	3.182
A_23_P19226	0.593	3.654
A_23_P19243	-1.027	5.153
A_23_P1926	-0.388	2.722
A_23_P19322	-0.632	4.356
A_23_P19455	-0.461	3.418
A_23_P19479	0.952	5.371
A_23_P1948	-0.34	2.804
A_23_P19517	-0.756	3.652
A_23_P19529	-0.827	3.378
A_23_P19543	-0.838	5.331
A_23_P19576	-0.572	3.843
A_23_P19590	0.693	3.551
A_23_P19592	0.873	5.2
A_23_P19619	0.719	4.63
A_23_P1962	2.718	8.59
A_23_P19691	-0.326	2.75
A_23_P19702	0.447	3.294
A_23_P19712	-0.923	5.168
A_23_P19723	1.123	3.346
A_23_P1973	-1.455	2.916
A_23_P19938	0.575	3.669
A_23_P1998	0.405	2.487
A_23_P200001	1.067	5.347
A_23_P200030	-0.81	3.601
A_23_P200073	0.297	2.24
A_23_P200096	0.531	2.197
A_23_P200143	-1.002	5.254
A_23_P200216	-0.998	4.018
A_23_P20022	-1.581	6.764
A_23_P200222	-0.349	2.111
A_23_P200260	1.02	5.107
A_23_P20035	1.632	4.516
A_23_P200386	-0.71	3.684
A_23_P20045	0.685	3.832
A_23_P200489	-0.497	2.376
A_23_P200493	-0.758	4.427
A_23_P200507	0.365	2.727
A_23_P200535	0.22	1.774
A_23_P200551	0.47	3.179
A_23_P200560	-0.497	3.954
A_23_P200670	1.551	6.396
A_23_P20068	-0.796	3.175
A_23_P200685	0.473	3.022
A_23_P200710	-1.063	5.636
A_23_P200728	0.587	1.981
A_23_P200772	0.356	2.15
A_23_P200792	-0.381	3.223
A_23_P200801	1.14	5.571
A_23_P200829	-0.372	3.373
A_23_P200976	-0.397	2.46
A_23_P201002	-0.275	1.911
A_23_P201047	0.656	4.087
A_23_P201079	0.447	2.039
A_23_P20122	2.38	5.183
A_23_P201279	-0.616	3.775
A_23_P201287	-0.381	2.517
A_23_P201295	-1.231	3.922
A_23_P201342	-0.698	4.377
A_23_P201368	0.39	2.491
A_23_P201376	-0.567	3.498
A_23_P201459	5.077	8.94
A_23_P201483	0.21	1.75
A_23_P201551	-0.577	2.82
A_23_P201567	0.239	1.901
A_23_P201596	0.583	2.845
A_23_P201628	-0.692	2.39
A_23_P201655	-0.618	3.597
A_23_P201672	-0.631	3.993
A_23_P201731	-0.853	3.905
A_23_P201808	-0.567	2.548
A_23_P201845	0.399	3.044
A_23_P201918	-0.623	4.263
A_23_P201939	-0.612	3.258
A_23_P201951	0.59	3.292
A_23_P20196	-0.799	3.772
A_23_P201979	0.304	2.168
A_23_P201996	0.728	5.121
A_23_P202053	-1.095	3.003
A_23_P202071	-0.63	4.644
A_23_P202104	-1	5.643
A_23_P202156	0.744	4.004
A_23_P202245	0.771	3.573
A_23_P20225	-0.948	3.473
A_23_P202269	0.283	2.081
A_23_P202334	-1.435	4.415
A_23_P202345	-0.607	3.342
A_23_P202408	0.427	2.665
A_23_P202427	1.591	4.862
A_23_P202448	0.887	3.639
A_23_P202458	-0.869	4.82
A_23_P202496	0.267	1.891
A_23_P202501	0.522	1.753
A_23_P202520	-0.518	3.545
A_23_P202587	-0.423	2.74
A_23_P202594	-0.815	4.321
A_23_P202696	-0.311	1.829
A_23_P202720	-0.326	2.434
A_23_P202737	-0.852	4.595
A_23_P20275	0.476	3.401
A_23_P202750	-0.409	2.93
A_23_P202769	0.33	2.437
A_23_P202810	1.026	2.192
A_23_P202894	1.888	2.889
A_23_P202905	-0.442	1.802
A_23_P202939	-0.465	3.235
A_23_P202945	0.464	3.494
A_23_P202978	2.003	2.487
A_23_P203013	-0.784	3.218
A_23_P203030	-0.264	2.348
A_23_P203115	-0.451	3.309
A_23_P20316	1.376	3.856
A_23_P203173	1.382	1.983
A_23_P203191	-1.809	3.78
A_23_P203255	-0.558	4.019
A_23_P203299	-0.355	2.517
A_23_P203406	-0.815	4.211
A_23_P203420	-0.544	3.766
A_23_P203439	-1.097	5.135
A_23_P203445	0.404	2.678
A_23_P203488	0.542	3.04
A_23_P203540	0.5	1.755
A_23_P203645	-0.575	2.384
A_23_P203658	0.491	2.955
A_23_P203737	0.438	3.255
A_23_P203743	-0.297	2.346
A_23_P203773	-1.353	3.55
A_23_P203829	0.781	4.815
A_23_P203888	0.467	2.776
A_23_P203900	-0.336	2.42
A_23_P20392	-0.669	4.057
A_23_P203957	1.281	4.734
A_23_P203972	-1.004	5.21
A_23_P203994	0.453	3.018
A_23_P204052	-0.491	3.186
A_23_P204087	1.82	3.645
A_23_P204158	-0.43	3.419
A_23_P204208	1.074	1.969
A_23_P204246	-0.704	2.291
A_23_P204286	-2.044	2.496
A_23_P204324	0.247	2.063
A_23_P204364	0.284	1.955
A_23_P204423	-0.481	2.857
A_23_P204436	0.556	1.909
A_23_P204448	-0.283	2.156
A_23_P204472	-0.271	2.307
A_23_P204503	0.672	3.285
A_23_P204550	1.38	6.218
A_23_P20463	-0.56	4.539
A_23_P204630	-1.279	4.095
A_23_P204696	0.345	1.949
A_23_P204702	0.559	4.381
A_23_P204751	-1.583	6.163
A_23_P20480	0.786	3.905
A_23_P204801	0.836	2.603
A_23_P204847	-1.768	2.446
A_23_P204885	0.618	2.217
A_23_P204929	-0.529	3.225
A_23_P20494	0.632	3.164
A_23_P204947	0.573	2.64
A_23_P204980	0.453	2.327
A_23_P204998	-1.074	5.649
A_23_P205007	-0.742	4.164
A_23_P205031	-0.856	5.38
A_23_P205098	-1.094	5.273
A_23_P205164	0.999	2.447
A_23_P205177	-0.996	1.767
A_23_P205216	0.547	3.781
A_23_P205228	-0.338	2.233
A_23_P205255	0.405	2.065
A_23_P20532	-0.473	2.577
A_23_P205336	-0.229	1.808
A_23_P205348	-0.945	2.391
A_23_P205389	0.413	2.187
A_23_P205428	1.438	2.381
A_23_P205531	-1.984	3.887
A_23_P205567	3.146	4.159
A_23_P20558	1.073	4.841
A_23_P205584	-0.95	3.909
A_23_P205646	-0.52	2.946
A_23_P205713	-1.035	5.619
A_23_P205724	0.331	2.538
A_23_P205738	1.107	3.112
A_23_P205746	-0.29	2.047
A_23_P205768	-0.247	2.263
A_23_P20578	-1.3	2.047
A_23_P205789	-0.81	4.185
A_23_P205830	0.318	2.708
A_23_P205841	0.32	2.203
A_23_P205875	1.494	5.394
A_23_P205900	1.45	1.962
A_23_P205913	-0.309	2.196
A_23_P205997	1.523	6.539
A_23_P206022	-0.562	1.786
A_23_P206059	-0.23	2.134
A_23_P20606	-0.589	3.356
A_23_P20615	-0.39	1.986
A_23_P206324	-0.501	2.801
A_23_P206359	0.905	3.119
A_23_P206369	0.334	2.718
A_23_P206382	-0.416	3.401
A_23_P206396	-0.749	4.832
A_23_P206441	-0.583	3.954
A_23_P206454	-0.283	2.349
A_23_P206501	0.48	1.953
A_23_P2066	-0.658	2.497
A_23_P20660	4.36	5.13
A_23_P206612	-0.468	1.73
A_23_P206626	0.544	1.851
A_23_P206661	0.447	1.836
A_23_P206724	-0.39	1.998
A_23_P206792	0.446	2.684
A_23_P207014	-0.4	3.041
A_23_P207020	0.268	2.336
A_23_P207089	0.51	3.331
A_23_P207106	-0.28	2.071
A_23_P20722	0.746	3.483
A_23_P207245	2.148	4.676
A_23_P207319	1.764	6.91
A_23_P207345	-1.376	2.545
A_23_P207387	0.3	1.911
A_23_P207399	0.315	2.38
A_23_P207400	-0.499	3.779
A_23_P20743	-0.382	2.495
A_23_P207445	-0.981	2.607
A_23_P20752	1.3	5.956
A_23_P207537	0.535	3.589
A_23_P207564	1.088	4.466
A_23_P207650	-0.396	2.775
A_23_P207742	0.238	1.889
A_23_P207766	-0.298	2.042
A_23_P20777	0.385	2.236
A_23_P207811	-1.032	5.539
A_23_P207868	0.563	1.916
A_23_P207967	-0.515	3.757
A_23_P208009	0.872	5.063
A_23_P208013	-0.566	3.039
A_23_P208030	0.962	4.852
A_23_P208085	-1.601	1.96
A_23_P208143	-0.684	4.123
A_23_P208198	0.707	4.206
A_23_P208210	0.328	2.089
A_23_P208310	-0.267	1.808
A_23_P20832	0.348	1.871
A_23_P208373	0.718	2.646
A_23_P208389	0.403	1.885
A_23_P208400	0.617	2.723
A_23_P208516	-0.211	1.773
A_23_P20852	0.471	3.771
A_23_P208523	0.409	2.454
A_23_P208540	-0.513	2.958
A_23_P208636	1.612	1.943
A_23_P208698	-0.309	2.207
A_23_P208706	-0.752	2.617
A_23_P208847	0.238	1.798
A_23_P208850	-0.276	2.246
A_23_P208866	0.899	5.135
A_23_P208870	-0.813	4.68
A_23_P208880	-1.137	5.234
A_23_P208900	0.497	3.139
A_23_P208937	0.73	2.873
A_23_P208961	-1.258	5.838
A_23_P209032	-0.388	2.155
A_23_P209183	-0.99	4.552
A_23_P209195	-0.606	3.527
A_23_P209200	-1.222	6.729
A_23_P209246	-0.999	4.413
A_23_P209288	-1.281	4.295
A_23_P209320	0.9	5.276
A_23_P209337	-0.282	2.319
A_23_P209360	0.51	2.881
A_23_P209426	-0.325	1.926
A_23_P209449	-0.841	4.498
A_23_P209519	0.478	1.787
A_23_P209538	-0.296	2.428
A_23_P209564	-0.934	3.096
A_23_P209625	-0.934	3.879
A_23_P209694	0.444	2.733
A_23_P20970	0.349	2.668
A_23_P209731	-0.91	5.111
A_23_P209735	-0.711	4.187
A_23_P209805	-0.542	3.368
A_23_P209944	0.593	2.857
A_23_P209954	-1.733	3.887
A_23_P209962	0.446	3.377
A_23_P210015	-0.612	4.152
A_23_P210091	0.415	3.419
A_23_P210176	-1.356	4.594
A_23_P210210	1.031	3.299
A_23_P210224	-0.456	3.577
A_23_P210253	0.306	2.115
A_23_P210274	0.741	5.1
A_23_P210330	-0.341	2.314
A_23_P210348	-0.324	2.08
A_23_P210358	0.361	2.748
A_23_P210379	0.235	1.739
A_23_P210425	-1.1	1.987
A_23_P210581	1.161	4.668
A_23_P210608	-0.229	1.79
A_23_P210643	-0.477	3.462
A_23_P210690	2.675	8.131
A_23_P210708	-1.046	5.295
A_23_P210719	-0.243	2.002
A_23_P210726	-0.358	3.04
A_23_P210829	-0.717	3.791
A_23_P210835	0.545	2.768
A_23_P21086	0.639	3.534
A_23_P210900	0.619	3.436
A_23_P210920	-0.541	4.041
A_23_P211064	-0.477	2.142
A_23_P211106	0.391	2.619
A_23_P211110	-0.688	2.304
A_23_P211126	-0.24	1.821
A_23_P211167	-0.661	3.538
A_23_P211196	-0.389	2.263
A_23_P211227	1.162	5.689
A_23_P211252	0.776	4.906
A_23_P211326	-0.644	3.8
A_23_P21134	3.923	9.419
A_23_P211345	-0.368	2.535
A_23_P211355	-0.494	3.243
A_23_P2114	-0.524	2.78
A_23_P211522	-0.649	3.297
A_23_P211543	2.644	3.048
A_23_P211561	1.347	2.937
A_23_P211572	-0.417	2.41
A_23_P211598	0.392	2.914
A_23_P21162	-0.481	3.359
A_23_P211631	-0.748	2.99
A_23_P211680	-0.462	2.457
A_23_P211699	1.1	3.142
A_23_P211785	0.397	2.175
A_23_P211797	-0.247	1.747
A_23_P211850	-0.471	3.339
A_23_P211878	-0.813	5.248
A_23_P211957	-0.936	3.448
A_23_P211973	1.194	5.046
A_23_P212002	0.227	1.792
A_23_P212050	-0.336	1.732
A_23_P21207	1.972	5.627
A_23_P212089	1.499	2.784
A_23_P212126	1.65	5.33
A_23_P212159	-0.804	4.812
A_23_P212196	-0.71	3.549
A_23_P212310	-0.31	2.643
A_23_P212339	-0.83	4.733
A_23_P212354	0.528	2.102
A_23_P212423	-1.134	3.251
A_23_P212469	0.526	1.73
A_23_P212497	0.964	4.513
A_23_P212545	0.76	4.66
A_23_P212595	-0.968	4.77
A_23_P212608	-0.867	4.145
A_23_P212617	-0.632	2.654
A_23_P212639	0.674	4.773
A_23_P212675	2.153	2.124
A_23_P212696	-0.456	3.374
A_23_P212706	0.519	4.126
A_23_P212715	0.387	2.373
A_23_P212728	0.413	2.174
A_23_P212749	-0.556	3.421
A_23_P212756	0.425	2.6
A_23_P212830	0.515	2.828
A_23_P2129	-0.306	2.441
A_23_P213102	0.741	3.287
A_23_P213153	-0.579	3.955
A_23_P21316	-0.994	2.982
A_23_P213228	-0.809	2.674
A_23_P213369	-0.621	4.619
A_23_P213375	-1.019	5.619
A_23_P213385	-1.158	6.486
A_23_P213441	-0.304	2.592
A_23_P213518	-1.174	5.308
A_23_P213562	-0.869	4.272
A_23_P213602	0.531	2.718
A_23_P213620	0.694	3.572
A_23_P213661	-0.567	3.456
A_23_P213678	-0.524	2.886
A_23_P213754	-0.616	3.373
A_23_P21376	-0.793	5.045
A_23_P213840	-0.444	2.419
A_23_P213863	0.429	2.226
A_23_P213908	0.384	3.031
A_23_P214011	1.115	5.695
A_23_P214026	-1.694	4.958
A_23_P214037	-0.509	2.742
A_23_P214079	2.186	2.797
A_23_P214080	2.088	6.725
A_23_P21409	0.547	3.668
A_23_P214091	-0.526	2.756
A_23_P214211	0.288	2.179
A_23_P214222	-0.653	3.994
A_23_P214267	-1.751	3.332
A_23_P2143	-0.459	3.072
A_23_P214411	-0.608	3.047
A_23_P214474	-0.57	3.669
A_23_P214487	0.26	1.953
A_23_P214544	-0.913	2.793
A_23_P214587	0.997	5.188
A_23_P214603	0.752	4.853
A_23_P214638	-0.286	2.027
A_23_P214658	-1.183	4.833
A_23_P214678	-0.597	4.207
A_23_P214766	0.737	3.955
A_23_P214798	-0.238	1.803
A_23_P214821	1.994	4.169
A_23_P214876	-0.236	1.971
A_23_P214882	0.799	5.329
A_23_P214950	-0.707	3.591
A_23_P214969	0.867	4.673
A_23_P215024	-0.412	3.154
A_23_P215037	-0.572	3.208
A_23_P215048	1.004	4.77
A_23_P215051	-0.6	4.407
A_23_P215060	-0.989	4.344
A_23_P215070	-0.35	2.278
A_23_P215088	0.277	2.083
A_23_P215132	0.497	3.545
A_23_P215198	0.638	4.787
A_23_P215214	-0.557	2.903
A_23_P215227	-0.469	3.069
A_23_P215296	0.333	2.136
A_23_P215318	-0.607	3.683
A_23_P215341	0.357	2.756
A_23_P215406	-0.329	2.179
A_23_P215419	1.007	4.196
A_23_P215454	-0.7	1.985
A_23_P215461	-0.726	4.205
A_23_P215479	0.664	4.315
A_23_P21548	0.425	1.772
A_23_P215491	-0.588	4.01
A_23_P215517	-0.665	3.54
A_23_P215525	0.754	4.293
A_23_P215566	1.378	3.148
A_23_P21560	1.726	7.139
A_23_P215634	-1.466	5.466
A_23_P215669	1.495	3.986
A_23_P215675	-0.669	4.867
A_23_P215720	0.928	3.873
A_23_P215735	0.53	2.614
A_23_P215787	0.614	3.308
A_23_P215790	-0.634	2.423
A_23_P215832	-0.555	3.315
A_23_P215900	-1.197	5.382
A_23_P215931	-0.495	3.234
A_23_P215956	1.509	5.155
A_23_P216017	-0.364	2.189
A_23_P216052	-1.395	2.399
A_23_P216118	2.249	3.85
A_23_P216225	2.839	5.858
A_23_P216282	-0.393	2.967
A_23_P216307	1.761	6.351
A_23_P216355	0.431	1.856
A_23_P216361	-0.781	2.679
A_23_P216396	-0.627	4.437
A_23_P216448	0.893	3.892
A_23_P216468	0.393	1.924
A_23_P216476	-0.309	2.125
A_23_P216501	0.447	2.483
A_23_P216556	-1.232	4.185
A_23_P216610	0.255	1.915
A_23_P216630	-0.849	4.74
A_23_P216689	-0.662	4.561
A_23_P216693	-0.476	2.358
A_23_P216708	0.404	2.422
A_23_P216766	0.778	3.959
A_23_P216812	1.665	2.558
A_23_P216915	-1.611	3.334
A_23_P216920	-0.865	5.343
A_23_P216935	-1.092	5.31
A_23_P217009	2.002	6.274
A_23_P217028	0.36	1.886
A_23_P217054	1.145	5.49
A_23_P21706	-0.606	3.764
A_23_P217079	-0.452	3.665
A_23_P217109	0.375	2.934
A_23_P217114	0.405	2.211
A_23_P217120	-0.41	2.937
A_23_P217151	0.359	3.075
A_23_P217178	-0.873	3.017
A_23_P217208	0.256	1.789
A_23_P217277	-1.303	2.708
A_23_P217319	-0.609	3.864
A_23_P217339	-0.831	4.732
A_23_P21734	0.346	2.529
A_23_P217367	0.413	2.597
A_23_P217379	-0.768	3.632
A_23_P217475	-0.786	5.405
A_23_P217498	-0.937	4.55
A_23_P217507	-0.824	4.319
A_23_P217570	-1.003	2.447
A_23_P217637	-0.698	4.117
A_23_P217666	-0.411	3.027
A_23_P217712	-0.698	2.349
A_23_P217755	-0.45	2.854
A_23_P217778	-0.656	2.976
A_23_P217845	0.957	2.878
A_23_P21785	0.584	3.88
A_23_P217938	-0.398	3.069
A_23_P217946	-1.355	3.369
A_23_P218025	1.633	6.013
A_23_P218068	0.539	3.702
A_23_P218079	-0.337	2.752
A_23_P218096	0.261	1.815
A_23_P218131	-1.104	4.794
A_23_P218190	0.818	1.839
A_23_P218237	1.05	3.785
A_23_P218317	-0.257	2.337
A_23_P218331	0.67	4.133
A_23_P218358	1.115	2.467
A_23_P218375	-0.266	2.354
A_23_P21838	-0.53	3.388
A_23_P218412	-0.675	3.852
A_23_P218463	1.798	6.882
A_23_P218476	-0.427	2.866
A_23_P218486	-0.422	2.857
A_23_P218505	-0.578	4.25
A_23_P218597	-0.981	3.324
A_23_P218637	0.337	1.936
A_23_P218646	0.515	3.008
A_23_P218706	0.343	2.041
A_23_P218731	-0.371	2.144
A_23_P218784	-0.533	2.622
A_23_P218817	1.424	5.209
A_23_P218827	-0.299	1.817
A_23_P218841	0.932	5.626
A_23_P218988	0.443	2.491
A_23_P218997	-0.352	2.726
A_23_P219013	0.828	3.734
A_23_P219197	0.915	5.108
A_23_P21976	1.223	2.024
A_23_P22119	-0.279	1.9
A_23_P22224	0.858	4.431
A_23_P2223	-0.314	2.698
A_23_P22350	1.611	2.046
A_23_P22444	0.877	3.048
A_23_P22660	-1.041	1.855
A_23_P22682	0.514	3.965
A_23_P2271	0.985	2.444
A_23_P22765	-0.364	2.359
A_23_P2283	-1.089	3.094
A_23_P22854	0.88	2.508
A_23_P22926	-0.367	2.659
A_23_P2294	0.299	1.813
A_23_P22994	0.633	3.706
A_23_P23017	-0.474	3.114
A_23_P23029	-1.769	3.594
A_23_P23074	5.795	8.078
A_23_P23102	0.289	1.961
A_23_P23114	-1.007	3.409
A_23_P23141	-0.983	5.921
A_23_P2317	-0.82	3.699
A_23_P23194	0.353	2.068
A_23_P23206	-0.461	3.426
A_23_P2322	1.392	5.972
A_23_P23221	1.506	5.824
A_23_P23266	0.42	2.493
A_23_P23346	-0.832	4.714
A_23_P23380	0.53	2.941
A_23_P23443	-0.934	4.586
A_23_P23507	0.53	1.779
A_23_P23542	0.682	4.635
A_23_P23575	-0.282	1.981
A_23_P23584	-1.028	5.844
A_23_P23616	-2.421	3.709
A_23_P23646	-0.763	3.205
A_23_P23748	0.64	3.161
A_23_P23765	-0.356	2.545
A_23_P23815	0.784	4.366
A_23_P23839	-0.544	2.356
A_23_P23924	-0.431	3.186
A_23_P23947	0.874	3.907
A_23_P23983	0.928	5.424
A_23_P24004	7.696	10.67
A_23_P24083	1.792	3.256
A_23_P24104	0.601	3.447
A_23_P24129	-1.02	3.841
A_23_P24176	-0.69	4.022
A_23_P24192	0.437	2.931
A_23_P24211	-1.082	2.573
A_23_P24215	0.723	4.117
A_23_P24294	0.456	2.31
A_23_P24345	-0.37	2.89
A_23_P24375	-0.255	2.101
A_23_P24384	1.28	5.327
A_23_P24389	0.789	3.485
A_23_P24433	-1.244	4.596
A_23_P24444	-0.496	3.412
A_23_P24457	0.351	2.658
A_23_P2446	0.557	3.887
A_23_P24469	2.984	4.601
A_23_P24485	1.609	5.98
A_23_P24515	-0.548	3.555
A_23_P24535	0.291	2.234
A_23_P24616	1.105	3.625
A_23_P24623	0.639	4.426
A_23_P24633	-0.444	3.012
A_23_P24709	0.556	2.947
A_23_P24716	-0.52	3.756
A_23_P2474	-0.482	3.162
A_23_P24751	0.439	3.247
A_23_P24755	0.958	4.957
A_23_P24774	0.427	1.768
A_23_P24784	0.919	2.455
A_23_P24884	-0.271	1.774
A_23_P24903	1.099	2.678
A_23_P2492	1.463	6.313
A_23_P24922	0.343	1.95
A_23_P24926	0.384	3.252
A_23_P24966	-1.563	2.044
A_23_P24987	-0.322	2.508
A_23_P24997	-0.313	1.821
A_23_P25003	-0.318	2.487
A_23_P250035	0.549	2.928
A_23_P250054	0.94	3.666
A_23_P250118	0.391	3.227
A_23_P250122	-0.359	2.821
A_23_P25019	-0.673	4.042
A_23_P250231	0.746	4.195
A_23_P250274	-0.91	4.952
A_23_P250283	-0.759	3.579
A_23_P250294	0.382	2.848
A_23_P25030	-0.571	3.028
A_23_P250347	-0.56	2.158
A_23_P250358	4.848	8.94
A_23_P250380	0.586	2.585
A_23_P250385	-1.857	6.948
A_23_P250462	0.241	1.744
A_23_P250564	-0.557	1.851
A_23_P250571	0.289	2.014
A_23_P250619	-0.362	1.997
A_23_P250629	2.686	5.61
A_23_P250644	-0.339	1.853
A_23_P25069	-0.637	3.782
A_23_P25073	0.239	2.026
A_23_P250735	-0.869	4.626
A_23_P250800	-0.978	4.453
A_23_P250813	0.31	2.753
A_23_P250948	0.373	1.924
A_23_P25097	-0.425	2.779
A_23_P250982	-0.583	4.017
A_23_P251075	-0.533	2.293
A_23_P251151	0.953	4.241
A_23_P251173	0.412	2.271
A_23_P25121	0.334	2.096
A_23_P251268	-1.338	3.782
A_23_P251316	-0.989	4.782
A_23_P251421	-1.3	5.31
A_23_P25155	-1.053	1.78
A_23_P251562	-0.709	5.155
A_23_P251660	-0.394	2.959
A_23_P251695	-0.517	3.848
A_23_P251705	0.876	4.027
A_23_P251767	0.464	3.19
A_23_P251785	0.621	3.455
A_23_P251795	-0.505	3.872
A_23_P251916	-0.371	2.698
A_23_P251937	0.745	5.266
A_23_P25194	2.069	7.388
A_23_P252052	1.111	4.989
A_23_P252106	1.354	7.028
A_23_P25215	0.257	1.99
A_23_P252155	-0.382	2.266
A_23_P252201	0.846	5.006
A_23_P252236	0.895	3.654
A_23_P252306	-0.501	3.397
A_23_P252335	-0.313	2.407
A_23_P252362	0.48	2.965
A_23_P252388	-1.289	4.397
A_23_P252403	-0.328	1.816
A_23_P252462	0.527	2.289
A_23_P25253	-0.547	4.125
A_23_P252536	-0.463	3.254
A_23_P252556	0.737	3.916
A_23_P252566	0.479	1.747
A_23_P252681	1.161	5.722
A_23_P252700	-0.546	3.017
A_23_P252740	-0.774	4.137
A_23_P252748	0.507	3.82
A_23_P252783	0.825	5
A_23_P252808	-0.527	4.049
A_23_P252913	0.782	3.651
A_23_P252928	2.322	3.546
A_23_P25293	-0.738	4.03
A_23_P252962	-0.469	2.927
A_23_P253012	-0.438	1.844
A_23_P253046	-0.41	2.629
A_23_P25305	-0.518	1.977
A_23_P253052	-0.56	3.953
A_23_P253123	-1.653	3.25
A_23_P253158	-0.634	2.913
A_23_P253177	-0.332	2.526
A_23_P253200	-0.561	2.552
A_23_P253301	-0.986	3.638
A_23_P253375	-0.595	3.997
A_23_P253421	0.469	2.845
A_23_P253446	0.575	2.988
A_23_P253484	-0.818	3.311
A_23_P253524	-0.303	2.317
A_23_P253542	-1.091	3.643
A_23_P253561	-0.275	2.518
A_23_P253571	-0.72	4.283
A_23_P253841	0.443	3.038
A_23_P253958	-0.725	3.261
A_23_P25403	1.641	6.43
A_23_P254031	-0.221	1.785
A_23_P254079	1.371	2.712
A_23_P254081	1.115	5.788
A_23_P254120	0.616	4.302
A_23_P254165	1.141	4.661
A_23_P254179	-0.624	2.915
A_23_P254212	1.086	2.024
